"","student.label","game.score","percent.training.sessions.attended","overall.fitness.score","X..extra.strategy.sessions.attended","hours.of.sleep.the.night.before.game","X..meals.on.day.prior.to.game","west coast","evening","morning","noon","early bird","night owl","baseball","basketball","curling","football","frisbee","gymnastics","martial arts","table tennis","frosh","junior","senior","sophomore"
"1",1,62.28,1,0.91,7,5,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"2",2,36.67,0.9,0.14,6,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"3",3,55.45,0.04,0,2,1,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"4",4,31.9,0.07,1,3,8,6,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
"5",5,68.63,1,0.85,9,2,4,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"6",6,68.83,0.93,0.95,5,7,6,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"7",7,34.35,0.84,0.04,8,0,3,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"8",8,78.84,0.87,0.99,6,9,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
"9",9,9.88,0,0.51,2,7,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"10",10,41.52,0,0,5,6,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"11",11,24.22,0,0.85,6,9,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"12",12,44.72,1,0.93,0,4,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"13",13,64.11,1,0.84,9,12,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"14",14,24.31,0.44,0.38,6,5,4,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"15",15,53.77,1,0.88,8,10,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
"16",16,7.49,0,0,6,2,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
"17",17,31.47,0,1,10,3,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"18",18,0,0.22,0.61,2,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
"19",19,28.72,0.03,0,8,9,2,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"20",20,12.91,0.02,0.09,0,10,3,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"21",21,57.24,0.01,1,6,5,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"22",22,42.73,0.8,0,8,12,6,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"23",23,80.8,0.94,1,2,3,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"24",24,35.31,0,0.38,4,3,5,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"25",25,82.31,1,1,8,10,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"26",26,53.01,1,0.22,2,1,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"27",27,61.49,0.97,0,10,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
"28",28,53.31,0.7,0.49,5,11,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
"29",29,53.81,0.58,0.18,4,9,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"30",30,40.44,0,0,2,12,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"31",31,32.71,1,0.05,4,12,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"32",32,36.96,0.98,0,3,7,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"33",33,86.07,1,1,9,7,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"34",34,57.07,1,0.72,8,0,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"35",35,36.98,0.19,1,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"36",36,58.66,1,0.98,3,12,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"37",37,75.74,0.86,1,4,7,3,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"38",38,41.54,0,1,8,2,5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
