,player,expected win
0,451,0.019723531788701832
1,711,0.03220137126521656
2,218,0.03316999939764941
3,765,0.033176050753632946
4,230,0.03722244355932312
5,364,0.03952094217323596
6,525,0.040709794368749025
7,307,0.04225864089471216
8,234,0.04642048288078342
9,277,0.04656729647442777
10,894,0.046626850954381974
11,130,0.048416316368496415
12,47,0.04867678851668923
13,912,0.04970119382553139
14,50,0.049884268656336744
15,930,0.050856810069290444
16,337,0.05240046551299726
17,518,0.052467136058472835
18,916,0.05462158974029318
19,311,0.05682006035921553
20,221,0.058076962490386484
21,895,0.058312962333354576
22,301,0.060737296561893715
23,210,0.06149953454563234
24,381,0.061519223272881715
25,370,0.06164895715702447
26,720,0.06216153115057017
27,810,0.06340723162511903
28,513,0.06392735492019838
29,51,0.06441309921681246
30,265,0.06497639394365982
31,732,0.06499286488606583
32,686,0.06500083635580177
33,712,0.06566667672740645
34,16,0.06751404925031862
35,356,0.06797766260804934
36,815,0.0686938016646737
37,189,0.0698789489453752
38,755,0.07094451803110777
39,448,0.07224796164666718
40,136,0.07359002237150158
41,93,0.07410965953378224
42,769,0.07450758893041165
43,478,0.07551708241433966
44,937,0.07565169783208298
45,134,0.07747326652037263
46,509,0.07890728881420124
47,303,0.07989913658146618
48,788,0.08091427989972806
49,786,0.0821314490544888
50,128,0.08472303032669744
51,292,0.08536256109448398
52,116,0.08708216240267623
53,276,0.0885674359708371
54,165,0.09013988901896171
55,9,0.09036092185119418
56,495,0.09143896511354532
57,323,0.09149881969775278
58,818,0.09165017218785873
59,896,0.0916949980093977
60,983,0.09417475026828674
61,658,0.09627702839404739
62,558,0.09708547681816983
63,56,0.09739152021737943
64,827,0.09802047499375088
65,272,0.09816575119312174
66,179,0.09913874615830322
67,208,0.10014035212888146
68,960,0.10134220186884983
69,606,0.1014684681779164
70,395,0.10191599096209249
71,819,0.10242893336362387
72,294,0.10398893613496044
73,30,0.10670275824627866
74,123,0.10677129549240026
75,317,0.10752460960196318
76,401,0.10770638538702537
77,213,0.10895558493975287
78,467,0.11068113353674769
79,780,0.11202168165471071
80,333,0.11227030860580994
81,153,0.11237661428745618
82,79,0.11445104520954774
83,405,0.1156920836445984
84,718,0.11672045768053683
85,406,0.11713482791259588
86,314,0.11844878258995921
87,609,0.11867912767841042
88,3,0.11932586826484094
89,181,0.1203437318975721
90,624,0.12139396141369677
91,576,0.12295817945511808
92,247,0.12300128161236569
93,517,0.12326931841374529
94,360,0.12414048362169336
95,913,0.1259296323239786
96,219,0.12796829160241235
97,784,0.12825357043377927
98,72,0.12939819116979556
99,499,0.13070802651467506
100,117,0.130867255475755
101,335,0.13137166429423108
102,802,0.13290307565100734
103,494,0.13902934464616673
104,115,0.13988714508062763
105,907,0.14074178586517241
106,431,0.14077227004729378
107,358,0.14186707003094923
108,890,0.14197414245066764
109,775,0.14258822569170332
110,175,0.1433746037396066
111,142,0.14391434955100968
112,881,0.1446367985780359
113,675,0.14560099440855861
114,706,0.14638011220035296
115,357,0.14774641221410947
116,347,0.14965673943542496
117,759,0.14969945332349965
118,110,0.15003422249948753
119,747,0.15127307299135637
